LivingArea,LotArea,GarageArea,UnfinBsmtSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,TotalRooms,OverallQual,OverallCond,BsmtQual,YearBuilt,YearRemod,Neighborhood,SalePrice
985,8385,328,390,985,985,0,6,5,8,Gd,1977,1977,CollgCr,149900
1657,12155,484,420,1657,1657,0,7,6,3,Gd,1970,1970,NAmes,163500
1092,2217,286,0,546,546,546,6,4,4,TA,1970,1970,MeadowV,88000
1710,12118,550,1710,1710,1710,0,7,7,5,Ex,2004,2005,Mitchel,240000
1522,6000,0,1008,1008,1008,0,7,5,5,TA,1926,1950,SWISU,102000
1271,21286,312,720,720,720,551,7,5,5,TA,1948,1950,Sawyer,135000
1664,9825,0,0,0,1664,0,8,5,5,,1965,1965,Edwards,100000
1502,10592,180,602,602,900,602,7,6,7,TA,1923,1996,Crawfor,165000
1022,7200,280,310,1022,1022,0,4,5,4,TA,1910,2006,OldTown,85000
1082,11664,240,746,1082,1082,0,5,6,5,TA,1948,1950,NAmes,119200
1665,8400,528,167,810,810,855,6,8,6,Gd,2001,2001,NWAmes,227000
1504,11883,478,814,1504,1504,0,6,7,5,Gd,1996,1996,CollgCr,203000
1360,5814,565,184,1220,1360,0,4,8,5,Gd,1984,1984,StoneBr,187500
1472,10784,402,384,384,802,670,7,7,5,Gd,1991,1992,Gilbert,160000
1506,3013,440,1346,1362,1506,0,6,7,5,Gd,2005,2005,Blmngtn,213490
1132,7024,451,108,1132,1132,0,5,4,5,Gd,2005,2005,Edwards,176000
1220,7406,632,515,1199,1220,0,6,7,5,Gd,2006,2006,CollgCr,194000
1248,9439,160,588,912,912,336,6,5,5,TA,1930,1950,OldTown,87000
1504,3182,437,1330,1346,1504,0,7,7,5,Gd,2005,2006,Blmngtn,191000
2898,15498,665,0,1565,2898,0,10,8,6,Gd,1976,1976,Timber,287000
882,7700,461,276,882,882,0,5,5,5,TA,1972,1972,CollgCr,112500
1264,9300,461,571,1268,1264,0,6,5,5,TA,1960,1960,NAmes,167500
1646,9520,800,125,1638,1646,0,7,8,5,Gd,2007,2008,Timber,293077
1376,9492,240,359,768,968,408,6,5,5,TA,1941,1950,NAmes,105000
1218,1680,264,355,672,672,546,7,6,7,TA,1972,1972,BrDale,118000
1928,7082,0,686,686,948,980,10,5,8,TA,1916,1995,SWISU,160000
3082,15863,672,301,824,1687,998,12,7,3,TA,1920,1970,SWISU,197000
2520,14541,796,326,1338,1352,1168,10,8,7,Gd,1993,1993,NoRidge,310000
1654,8125,900,668,1654,1654,0,6,7,5,Gd,2002,2002,CollgCr,230000
954,6305,240,920,920,954,0,5,5,7,Fa,1938,1950,Crawfor,119750
845,11500,290,0,0,845,0,5,4,3,,1957,1957,Edwards,84000
1620,12898,912,598,1620,1620,0,6,9,5,Ex,2007,2008,Timber,315500
2263,9240,905,1055,1055,1055,1208,7,8,5,Gd,2001,2002,CollgCr,287000
1344,1533,0,546,546,798,546,6,4,6,TA,1970,2008,MeadowV,97000
630,1477,286,121,630,630,0,3,4,4,Gd,1970,1970,MeadowV,80000
1803,13125,484,284,1134,1803,0,8,5,4,TA,1957,2000,Sawyer,155000
1632,9130,484,336,800,800,832,7,6,8,TA,1966,2000,NWAmes,173000
1306,5381,624,406,1306,1306,0,5,6,5,Gd,2005,2005,NridgHt,196000
2329,11839,514,390,1475,1532,797,10,7,5,Gd,1990,1990,SawyerW,262280
2524,9600,542,1420,2524,2524,0,9,8,5,Gd,1981,1981,NWAmes,278000
1733,13680,452,0,0,1733,0,8,3,5,,1955,1955,Edwards,139600
2868,16056,716,1752,1992,1992,876,11,9,5,Ex,2005,2006,StoneBr,556581
990,9245,672,304,990,990,0,5,5,5,Gd,1994,1995,CollgCr,145000
1771,21750,336,0,0,1771,0,9,5,4,,1960,2006,Mitchel,115000
930,11100,308,0,0,930,0,6,4,7,,1946,2006,Edwards,84900
1302,8993,436,1302,1302,1302,0,6,7,5,Gd,2007,2007,Gilbert,176485
1316,11175,440,1316,1316,1316,0,6,7,5,Gd,2007,2007,CollgCr,200141
1977,9500,540,374,816,1127,850,9,6,6,TA,1964,1978,NAmes,165000
1526,8562,364,833,1216,1526,0,7,5,6,TA,1957,2002,Edwards,144500
1989,11367,586,133,1065,1091,898,7,8,5,Gd,2002,2002,CollgCr,255000
1523,11361,478,549,1193,1523,0,7,6,5,Gd,1976,1976,NWAmes,180000
1364,7052,484,705,1364,1364,0,6,7,5,Gd,2005,2005,NridgHt,185850
1850,29959,467,378,973,979,871,7,7,6,Gd,1994,1994,NoRidge,248000
2184,11308,836,168,1104,1130,1054,10,9,5,Ex,2008,2008,NridgHt,335000
1991,11275,432,0,854,1096,895,7,6,7,TA,1932,1950,Crawfor,220000
1338,4920,582,722,1338,1338,0,6,8,5,Gd,2001,2001,StoneBr,213500
894,18000,1248,894,894,894,0,6,3,4,TA,1935,1950,IDOTRR,81000
2337,13600,560,662,662,1422,915,10,5,5,TA,1900,1950,OldTown,90000
1103,6000,440,706,1103,1103,0,5,6,6,TA,1925,1980,OldTown,110500
1154,11000,480,184,1154,1154,0,6,5,6,TA,1966,1966,NAmes,154000
2260,14000,533,105,1306,1306,954,7,7,5,Ex,1996,1997,ClearCr,328000
1571,7837,380,799,799,799,772,7,6,7,Gd,1993,1994,Gilbert,178000
1611,9760,442,0,780,798,813,7,6,6,TA,1964,1964,NAmes,167900
2521,3964,576,105,942,1291,1230,10,6,4,Gd,1973,1973,MeadowV,151400
893,9600,576,625,845,893,0,4,5,7,TA,1949,2003,NAmes,135000
1048,10152,286,462,1048,1048,0,6,5,5,TA,1956,1956,NAmes,135000
1556,11700,441,429,727,829,727,8,6,6,TA,1968,1968,NWAmes,154000
1456,7585,280,810,810,1002,454,7,5,3,Fa,1948,1950,Edwards,91500
1426,7950,440,155,690,698,728,6,6,6,TA,1977,1977,Edwards,159500
1240,8556,826,1240,1240,1240,0,5,7,5,Gd,2006,2006,CollgCr,194000
1740,13125,240,390,800,960,780,6,7,6,TA,1940,1984,Crawfor,219500
1466,10800,566,170,796,1096,370,7,5,8,Fa,1936,1989,OldTown,170000
1096,15870,299,230,1096,1096,0,6,5,5,TA,1969,1969,NAmes,138800
848,4435,420,186,848,848,0,3,6,5,Gd,2004,2004,CollgCr,155900
990,8775,299,495,990,990,0,5,5,5,Gd,1994,1994,CollgCr,126000
1258,11040,528,602,1258,1258,0,5,6,7,TA,1971,2004,NWAmes,145000
1040,7500,308,216,1040,1040,0,5,5,5,TA,1963,1963,Sawyer,133000
1459,8749,527,1459,1459,1459,0,6,7,5,Gd,2002,2002,CollgCr,192000
1251,8800,461,698,1251,1251,0,6,6,6,TA,1964,1964,NAmes,160000
1498,13031,409,99,691,691,807,6,6,5,Gd,1995,1996,Gilbert,187500
996,9069,564,189,936,996,0,5,6,6,Gd,1992,1992,SawyerW,147000
1092,1974,286,212,546,546,546,6,4,5,TA,1973,1973,MeadowV,83500
1953,10574,1043,1082,1082,1082,871,9,8,5,Gd,2005,2006,Somerst,252000
1709,2522,380,970,970,970,739,7,7,5,Gd,2004,2004,Edwards,137500
1247,3316,550,208,1247,1247,0,4,8,5,Gd,2005,2005,Somerst,197000
1040,8544,400,0,0,1040,0,6,3,4,,1950,1950,NAmes,92900
1252,2160,462,90,600,624,628,4,7,5,Gd,1999,2000,Somerst,160000
1694,8400,576,758,1181,1390,304,7,6,5,TA,1925,1950,SWISU,136500
1200,9230,884,203,864,1200,0,6,5,8,TA,1965,1998,NAmes,146000
936,5868,308,448,936,936,0,4,5,7,TA,1956,2000,NAmes,129000
1314,9317,440,1290,1314,1314,0,6,6,5,Gd,2006,2006,CollgCr,176432
1355,6882,0,684,684,773,582,7,6,7,TA,1914,2006,IDOTRR,127000
1088,3696,461,1074,1074,1088,0,5,8,5,Gd,1986,1986,StoneBr,170000
1324,6000,240,0,672,757,567,6,4,6,TA,1936,1950,BrkSide,128000
1601,11880,478,567,1271,1601,0,7,7,5,Gd,1978,1978,NWAmes,157000
438,8400,246,0,290,438,0,3,2,5,TA,1920,1950,SWISU,60000
950,9758,280,251,950,950,0,5,5,5,TA,1971,1971,NAmes,119500
1134,7000,254,422,1010,1134,0,6,5,7,TA,1960,2002,NAmes,135000
1194,8910,539,0,655,1194,0,6,6,6,TA,1959,1959,NAmes,159500
1302,2016,440,630,630,630,672,6,5,5,TA,1970,1970,BrDale,106000
2622,12256,712,431,1463,1500,1122,9,8,5,Ex,1994,1995,NoRidge,325000
1442,10357,719,172,910,1442,0,6,7,5,Gd,1990,1991,SawyerW,179900
2021,23257,422,868,868,887,1134,9,7,5,Ex,2006,2006,Gilbert,274725
1690,8063,463,924,924,948,742,7,6,5,Gd,2000,2000,Gilbert,181000
1836,11362,862,797,1836,1836,0,7,8,5,Ex,2004,2005,NridgHt,280000
1658,8000,431,554,773,773,885,8,6,5,Gd,1995,1996,Gilbert,188000
1964,10480,483,400,803,1098,866,8,7,6,TA,1976,1976,NWAmes,205000
816,7100,308,108,816,816,0,5,5,7,TA,1957,1957,NAmes,129900
1008,8923,240,365,1008,1008,0,6,5,7,TA,1953,2006,NAmes,134500
833,5400,326,418,833,833,0,4,5,7,TA,1954,2000,OldTown,117000
1734,12085,928,730,1734,1734,0,7,8,5,Ex,2007,2007,NridgHt,318000
1419,7750,527,55,408,779,640,7,8,5,Gd,2002,2002,Gilbert,184100
894,9764,450,192,894,894,0,5,5,7,TA,1967,2003,Sawyer,130000
1601,13825,300,533,533,1021,580,6,5,6,TA,1958,1987,Sawyer,140000
1040,7560,286,671,1040,1040,0,6,5,5,TA,1959,1959,NAmes,133700
1012,8263,308,1012,1012,1012,0,6,6,5,TA,1920,1950,IDOTRR,118400
1552,10084,782,1528,1552,1552,0,7,7,5,Gd,2005,2006,CollgCr,212900
960,8926,288,672,672,960,0,5,4,3,TA,1956,1956,Edwards,112000
698,9405,0,698,698,698,0,4,5,9,TA,1947,2008,Edwards,118000
1482,9125,392,384,384,812,670,7,7,5,Gd,1992,1992,Gilbert,163900
1005,10434,672,1005,1005,1005,0,5,4,5,TA,1955,1955,NAmes,115000
1555,3684,660,1373,1373,1555,0,7,7,5,Gd,2007,2007,Blmngtn,174000
1530,14572,630,230,1530,1530,0,7,7,5,Gd,2004,2004,Gilbert,259000
1959,11796,434,847,847,847,1112,8,7,5,Gd,2004,2005,Gilbert,215000
936,7200,672,0,936,936,0,4,5,5,Gd,1980,1980,OldTown,140000
1981,7804,576,500,1122,1328,653,7,4,3,TA,1928,1950,SWISU,135000
974,10712,0,762,974,974,0,5,5,5,Gd,1991,1992,Mitchel,93500
2210,9900,205,1008,1008,1178,1032,8,6,4,TA,1880,1950,OldTown,117500
2020,9828,466,544,1128,1142,878,8,8,5,Gd,1995,1995,SawyerW,239500
1600,8773,460,916,916,916,684,7,6,5,Gd,1997,1997,Gilbert,169000
986,6180,180,960,960,986,0,5,6,5,TA,1926,1950,BrkSide,102000
1252,9600,288,752,1032,1032,220,6,6,5,TA,1950,1950,NAmes,119000
1020,6342,0,780,780,780,240,6,5,8,TA,1875,1996,Sawyer,94000
1567,9819,714,0,1567,1567,0,5,6,5,TA,1977,1977,Mitchel,196000
1167,8731,495,270,915,1167,0,6,5,5,TA,1920,1950,BrkSide,144000
952,7350,840,100,952,952,0,4,5,7,TA,1951,1951,NAmes,139000
1868,10304,484,399,780,1088,780,9,5,7,TA,1976,1976,NWAmes,197500
2828,9965,1052,316,1466,1466,1362,11,8,5,Ex,2006,2007,CollgCr,424870
1006,9000,0,718,1006,1006,0,5,5,3,TA,1959,1959,Sawyer,80000
924,12180,280,324,672,672,252,5,4,4,Gd,1941,1950,Edwards,80000
1576,6240,225,1042,1042,1042,534,8,5,6,TA,1928,1950,BrkSide,149000
1298,11200,403,40,1298,1298,0,5,6,5,Gd,1985,1985,SawyerW,180000
1564,12000,234,429,704,860,704,7,7,7,TA,1941,1950,Crawfor,174500
1111,5700,288,572,572,572,539,5,7,7,TA,1926,1950,OldTown,116900
1482,9000,324,26,650,832,650,7,7,9,TA,1920,1988,OldTown,143000
932,8280,306,932,932,932,0,4,6,5,TA,1950,1950,NAmes,124000
1466,17755,528,1290,1466,1466,0,6,5,4,TA,1959,1959,Edwards,149900
1811,14115,470,230,1073,1811,0,6,6,7,TA,1956,2004,Crawfor,230000
816,5890,432,278,816,816,0,5,6,8,TA,1930,2007,IDOTRR,120500
1820,13700,492,410,864,902,918,8,7,6,TA,1965,1988,NAmes,201800
1437,10768,528,280,1437,1437,0,6,5,8,Gd,1976,2004,Veenker,218000
1265,9350,502,586,1219,1265,0,6,5,8,TA,1965,1999,NAmes,179900
1314,5001,626,410,1314,1314,0,6,7,5,Gd,2007,2008,NridgHt,230000
1580,11932,830,1580,1580,1580,0,7,8,5,Gd,2007,2008,Somerst,235128
1876,9120,540,459,901,943,933,8,6,6,TA,1974,1974,NWAmes,185000
1456,2280,440,544,855,855,601,7,6,5,Gd,1978,1978,NPkVill,146000
1640,14778,924,568,1296,1640,0,7,6,7,TA,1954,2006,Crawfor,224000
894,8724,450,402,894,894,0,5,5,5,Gd,1968,1968,Sawyer,129000
1258,12900,400,0,1198,1258,0,6,4,4,Gd,1969,1969,Sawyer,108959
1432,16157,588,289,1360,1432,0,5,5,7,Gd,1978,1978,Veenker,194000
1502,9541,644,1502,1502,1502,0,7,7,5,Gd,2009,2009,NridgHt,233170
1694,10475,776,1694,1694,1694,0,7,8,5,Gd,2008,2008,CollgCr,245350
1671,10852,472,173,959,959,712,7,6,5,Gd,2000,2000,Gilbert,173000
2108,13728,540,501,1127,1236,872,7,6,7,TA,1935,1986,Edwards,235000
3627,35760,807,543,1930,1831,1796,10,10,5,Ex,1995,1996,NoRidge,625000
1118,9880,358,574,1096,1118,0,6,6,6,TA,1977,1977,Mitchel,171000
1261,9120,433,599,1261,1261,0,6,6,6,TA,1958,1958,NAmes,163000
1250,4017,625,625,625,625,625,5,7,5,Gd,2006,2007,Somerst,171900
3086,18030,0,977,1598,1636,971,12,5,6,TA,1946,1994,ClearCr,200500
2345,16560,360,449,952,1170,1175,9,6,8,Gd,1932,1950,Crawfor,239000
2872,10678,541,983,1683,2129,743,9,8,5,Gd,1992,2000,NoRidge,285000
923,6951,264,218,876,923,0,5,5,5,TA,1984,1985,Mitchel,119500
1224,3950,210,350,818,818,406,5,6,8,TA,1926,2004,OldTown,115000
1343,7681,186,731,731,820,523,7,5,6,TA,1921,1950,Crawfor,154900
1124,8335,0,0,0,1124,0,5,5,5,,1954,1954,Edwards,93000
2514,11170,693,0,1216,1298,1216,8,7,5,Gd,1990,1991,Timber,250000
1652,5587,482,120,1600,1652,0,5,8,5,Ex,2008,2008,Crawfor,392500
4476,15623,813,300,2396,2411,2065,10,10,5,Ex,1996,1996,NoRidge,745000
1130,10800,720,299,1120,1130,0,5,5,6,TA,1920,1950,OldTown,120000
1572,35133,995,413,1572,1572,0,5,5,4,TA,1963,1963,Timber,186700
1221,9738,392,392,784,949,272,7,5,7,TA,1924,1950,Edwards,104900
1699,10615,420,538,978,1014,685,7,3,5,Fa,1900,1970,OldTown,95000
1624,12461,757,168,1624,1624,0,5,8,5,Gd,1994,1995,NoRidge,262000
1660,8935,493,831,831,831,829,7,7,5,Gd,2002,2002,CollgCr,195000
1804,7500,442,994,994,1028,776,7,7,5,TA,1999,1999,Gilbert,189000
1622,32463,1356,90,1249,1622,0,7,4,4,TA,1961,1975,Mitchel,168000
1441,2645,492,776,776,764,677,5,8,5,Gd,1999,2000,Somerst,174000
1472,9600,250,702,702,842,630,6,5,8,TA,1925,1994,OldTown,125000
1224,4500,402,341,1224,1224,0,5,6,5,Ex,1999,1999,Mitchel,165000
1352,9364,299,292,663,663,689,7,6,7,TA,1969,1969,Sawyer,158000
1456,8029,400,728,728,728,728,8,6,5,Gd,2005,2005,Gilbert,176000
1863,14054,660,879,879,879,984,9,7,5,Gd,2006,2006,Gilbert,219210
1690,8850,225,815,815,815,875,7,7,6,TA,1916,1950,OldTown,144000
1212,9100,573,1212,1212,1212,0,6,7,5,Gd,2001,2001,CollgCr,178000
1382,11235,459,504,1051,1382,0,6,4,5,TA,1963,1979,Sawyer,148000
864,9353,280,864,864,864,0,5,4,5,TA,1970,1970,NAmes,116050
1779,10400,546,866,866,866,913,6,7,5,Gd,1998,1998,CollgCr,197900
1348,6000,216,884,884,884,464,5,5,8,TA,1925,1997,BrkSide,117000
1630,9750,451,1630,1630,1630,0,6,7,5,Gd,2000,2001,CollgCr,213000
1074,10140,495,268,1056,1074,0,6,5,6,Gd,1975,1975,NWAmes,153500
2196,14684,701,1496,2158,2196,0,7,7,7,Gd,1990,1991,SawyerW,271900
1056,8900,384,0,1056,1056,0,5,4,4,TA,1966,1966,SawyerW,107000
1700,9135,544,1342,1682,1700,0,7,6,5,Gd,2003,2003,CollgCr,200000
1283,7763,506,319,931,1283,0,6,5,7,TA,1962,1980,NAmes,140000
1660,10182,500,440,1660,1660,0,8,8,5,Ex,2006,2006,Somerst,290000
1845,11218,462,1055,1055,1055,790,8,6,5,Gd,1992,1992,SawyerW,189000
1752,12134,492,132,559,1080,672,8,8,7,Gd,1988,2005,Gilbert,164000
672,9340,234,328,672,672,0,4,4,6,TA,1941,1950,Edwards,113000
960,10246,364,0,648,960,0,3,4,9,TA,1965,2001,Sawyer,145000
999,10205,300,141,925,999,0,6,5,5,TA,1962,1962,NAmes,134500
894,7094,384,340,894,894,0,5,5,5,TA,1966,1966,Sawyer,125000
1902,8930,539,0,0,1318,584,8,6,5,,1978,1978,Sawyer,112000
1314,8640,552,364,1300,1314,0,6,8,5,Gd,2009,2009,Somerst,229456
912,6240,0,0,0,672,240,3,4,5,,1947,1950,BrkSide,80500
1218,1680,0,672,672,672,546,7,6,5,TA,1971,1971,BrDale,91500
912,7800,288,0,912,912,0,5,5,5,TA,1964,1964,NAmes,115000
1211,8250,322,210,952,1211,0,5,5,5,TA,1968,1968,Sawyer,134000
1846,10496,315,844,1040,1168,678,7,6,6,TA,1949,1950,NAmes,143000
2136,10680,528,1380,2136,2136,0,7,5,3,TA,1951,1951,NAmes,137900
1490,15384,388,64,788,788,702,8,7,5,Gd,2004,2005,Gilbert,184000
1138,10482,264,81,588,1138,0,6,6,8,TA,1958,1958,NAmes,145000
1933,14598,668,894,894,894,1039,9,6,5,Gd,2007,2007,Somerst,214000
912,8872,576,317,912,912,0,5,5,8,TA,1965,2008,NAmes,147000
1702,8769,1052,162,1702,1702,0,7,9,5,Ex,2008,2008,NridgHt,367294
1507,7910,404,409,1075,1507,0,7,5,5,TA,1960,1960,NAmes,127000
2620,18890,600,652,1361,1361,1259,12,5,5,Gd,1977,1977,Sawyer,190000
1190,7728,540,303,1106,1190,0,6,5,6,TA,1962,1962,NAmes,132500
1224,9842,462,0,0,1224,0,6,4,5,,1962,1962,NAmes,101800
1188,12160,531,188,1188,1188,0,6,5,5,TA,1959,1959,NAmes,142000
1964,8525,0,940,940,1024,940,7,5,6,TA,1911,1950,SWISU,130000
1784,13132,180,747,747,892,892,9,5,5,Gd,1914,1950,Crawfor,138887
1626,2628,474,764,764,764,862,6,7,5,Gd,2003,2003,NridgHt,175500
1948,12393,434,847,847,847,1101,8,7,5,Gd,2004,2005,CollgCr,195000
1141,13072,484,1141,1141,1141,0,6,6,5,Gd,2005,2005,SawyerW,142500
1484,9037,472,1048,1476,1484,0,6,8,5,Gd,2006,2006,Timber,265900
1768,8158,543,334,884,884,884,8,7,5,Gd,2003,2003,CollgCr,224900
1689,9849,954,1689,1689,1689,0,7,7,6,Gd,2007,2007,Somerst,248328
1173,10625,528,0,1053,1173,0,6,7,6,Gd,1974,1974,NWAmes,170000
2076,13891,850,690,2076,2076,0,7,10,5,Ex,2006,2006,NridgHt,465000
1517,11435,400,792,792,792,725,7,8,7,Gd,1929,1950,Crawfor,230000
1868,12090,477,585,585,1140,728,7,6,7,Gd,1984,2003,NWAmes,178000
1553,8125,615,756,756,756,797,6,7,5,Gd,2005,2006,Somerst,186500
1034,12328,888,473,1012,1034,0,6,6,5,TA,1976,1976,Mitchel,169900
2058,9600,396,416,735,1134,924,8,6,5,Gd,1917,1950,OldTown,129500
988,7200,276,246,876,988,0,6,5,7,TA,1950,1950,NAmes,119000
2110,11160,522,1045,2110,2110,0,8,7,5,TA,1968,1968,NAmes,244000
1405,3136,478,1405,1405,1405,0,6,7,5,Gd,2003,2003,NridgHt,171750
874,9858,288,354,864,874,0,5,5,6,TA,1968,1968,Mitchel,130000
2167,17542,518,36,1192,1516,651,9,7,7,TA,1974,2003,Veenker,294000
1656,6931,397,746,746,760,896,7,7,5,Gd,2003,2004,Edwards,165400
1367,6240,560,459,884,959,408,6,6,6,TA,1931,1950,BrkSide,127500
1987,14303,691,672,1986,1987,0,7,8,5,Gd,1994,1994,NoRidge,301500
864,4060,0,864,864,864,0,4,5,8,Fa,1922,1950,Edwards,99900
1166,9587,400,201,856,1166,0,5,7,5,Gd,2005,2005,Gilbert,190000
1054,9750,460,14,1054,1054,0,6,6,8,Gd,1969,1969,NAmes,151000
1675,24682,502,841,841,892,783,7,6,5,Gd,1999,1999,Gilbert,181000
1050,9600,338,546,1050,1050,0,5,5,6,TA,1956,1956,NAmes,128900
1788,11250,304,1104,1104,1104,684,8,4,5,TA,1957,1989,ClearCr,161500
1824,13515,520,764,764,1060,764,8,6,6,TA,1919,1950,BrkSide,180500
1337,4060,511,1139,1405,1337,0,5,6,5,Gd,1998,1999,NAmes,181000
1452,3735,506,241,691,713,739,6,7,5,Gd,1999,1999,Somerst,183900
1889,10120,308,925,925,964,925,9,7,4,TA,1910,1950,OldTown,122000
2018,13214,746,2002,2002,2018,0,10,9,5,Ex,2008,2009,Timber,378500
3447,14100,1014,536,728,1968,1479,11,8,9,TA,1935,1997,Crawfor,381000
1524,11344,315,414,874,874,650,7,5,5,TA,1958,1958,NAmes,144000
1524,23595,586,74,1332,1332,192,4,7,6,Gd,1979,1979,ClearCr,260000
1489,9156,462,1489,1489,1489,0,7,6,7,TA,1968,1968,NWAmes,185750
935,13526,288,0,935,935,0,5,5,6,TA,1965,1965,Sawyer,137000
1357,11512,312,300,1019,1357,0,5,6,7,TA,1959,2006,Edwards,177000
1250,5362,552,661,661,661,589,8,5,6,TA,1910,2003,Crawfor,139000
1920,11345,400,708,928,928,992,10,5,5,TA,1948,1950,NAmes,137000
1395,12936,497,130,723,735,660,6,6,6,TA,1972,1972,NWAmes,162000
1724,17871,480,1152,1680,1724,0,7,6,5,Gd,1967,1976,NWAmes,197900
2031,9473,577,324,1128,1128,903,7,8,5,Gd,2002,2002,CollgCr,237000
1128,7500,528,698,698,698,430,6,4,4,TA,1920,1950,IDOTRR,68400
1573,9808,544,785,1573,1573,0,6,7,5,Gd,2002,2002,CollgCr,227000
1339,8049,484,256,1309,1339,0,6,7,5,Gd,1990,1990,Timber,180000
1040,8800,484,364,1040,1040,0,5,5,7,Gd,1977,2008,CollgCr,150500
1824,9400,0,912,912,912,912,8,6,5,TA,1971,1971,Mitchel,139000
2447,9638,336,804,804,1699,748,10,6,7,TA,1919,1990,SWISU,169000
1412,6000,280,780,780,825,587,6,6,6,TA,1939,1950,BrkSide,132500
1328,9790,528,678,1328,1328,0,6,6,5,TA,1963,1963,NWAmes,143000
1582,36500,390,812,1624,1582,0,7,5,5,TA,1964,1964,ClearCr,190000
1659,5664,499,343,1501,1659,0,5,8,5,Gd,2000,2000,StoneBr,278000
1970,11065,753,1085,1085,1120,850,8,8,5,Gd,2006,2006,NridgHt,281000
1152,14112,484,138,1152,1152,0,6,5,7,TA,1964,1964,NAmes,180500
1302,1680,264,399,630,630,672,6,5,7,TA,1972,1972,BrDale,119500
2372,6600,432,994,994,1378,994,11,5,4,TA,1892,1965,OldTown,107500
1664,10140,528,638,832,832,832,8,7,5,Gd,1976,1976,NWAmes,162900
864,8172,572,697,864,864,0,5,5,7,TA,1955,1990,Edwards,115000
1052,8400,288,36,1052,1052,0,5,5,5,TA,1968,1968,NAmes,138500
1128,8700,525,344,1120,1128,0,6,5,6,TA,1963,1963,NAmes,155000
1072,3675,525,0,547,1072,0,5,6,5,Gd,2005,2006,Edwards,140000
5642,63887,1418,466,6110,4692,950,12,10,5,Ex,2008,2008,Edwards,160000
1246,7500,305,0,1246,1246,0,6,5,7,TA,1959,1994,NAmes,154000
1983,10762,490,284,978,1005,978,9,7,5,Gd,1999,1999,Gilbert,225000
1494,7500,213,224,771,753,741,7,6,7,TA,1942,1950,Crawfor,177500
2526,10120,844,425,1165,1203,1323,8,8,5,Gd,1994,1994,NoRidge,290000
1616,8688,834,1616,1616,1616,0,7,7,5,Gd,2005,2005,Somerst,232000
1708,3363,380,976,976,976,732,7,7,5,Gd,2004,2004,Edwards,130000
1652,13173,840,80,1652,1652,0,6,9,5,Ex,2006,2007,NridgHt,325000
1368,6955,474,1368,1368,1368,0,6,7,5,Gd,2005,2006,NridgHt,202500
990,8072,480,244,990,990,0,5,5,5,Gd,1994,1995,CollgCr,138000
1122,12000,528,172,924,1122,0,6,5,7,TA,1948,2005,OldTown,147000
1294,7153,496,78,1278,1294,0,6,6,5,Gd,1991,1991,SawyerW,179200
1902,17500,567,496,1902,1902,0,7,7,8,Gd,1959,2002,Crawfor,335000
1274,8814,508,349,1274,1274,0,6,7,5,Gd,2005,2007,CollgCr,203000
2810,9572,750,971,1453,1453,1357,9,8,5,Ex,1990,1990,NoRidge,302000
2599,14774,779,1393,1393,1422,1177,10,9,5,Gd,1999,1999,NoRidge,333168
948,8190,280,216,948,948,0,5,4,6,TA,1954,1954,Edwards,119000
2112,11075,576,176,952,1092,1020,9,6,5,Fa,1969,1969,NAmes,206900
1630,10226,860,1622,1622,1630,0,8,8,5,Ex,2008,2008,CollgCr,295493
1352,4230,466,1352,1352,1352,0,5,7,5,Ex,2006,2007,Somerst,208900
1787,14781,748,1753,1753,1787,0,7,8,5,Gd,2001,2002,CollgCr,275000
948,10215,248,372,864,948,0,5,4,5,TA,1954,1954,Edwards,111000
1478,8400,442,628,1478,1478,0,6,6,3,TA,1957,1957,NAmes,156500
720,6627,287,0,0,720,0,4,3,6,,1949,1950,BrkSide,72500
1923,10186,564,76,750,1061,862,8,7,5,Gd,1992,1992,NoRidge,190000
708,5330,0,140,420,708,0,5,4,7,TA,1940,1950,BrkSide,82500
1795,9986,895,1795,1795,1795,0,7,8,5,Ex,2006,2007,Somerst,147000
796,3636,0,796,796,796,0,5,4,4,TA,1922,1950,IDOTRR,55000
774,4270,0,0,544,774,0,6,3,6,TA,1931,2006,Edwards,79000
816,6600,264,175,816,816,0,5,5,9,TA,1982,2008,Mitchel,130500
2792,10440,520,1017,1510,1584,1208,8,6,7,Gd,1920,1950,OldTown,256000
1632,9084,462,935,935,955,677,8,7,5,Gd,1998,1998,Gilbert,176500
1588,10000,825,1588,1588,1588,0,7,8,5,Gd,2006,2006,Somerst,227000
954,10780,576,428,911,954,0,6,5,5,TA,1976,1976,CollgCr,132500
816,8877,288,126,816,816,0,3,4,6,TA,1938,1958,Edwards,100000
1360,7200,297,803,803,803,557,6,5,6,TA,1938,1995,IDOTRR,125500
1365,2368,440,0,765,765,600,7,5,6,TA,1970,1970,BrDale,125000
1334,9650,630,664,1350,1334,0,6,6,5,Gd,1977,1977,NWAmes,167900
1656,9246,506,1656,1656,1656,0,8,5,5,TA,1973,1973,NWAmes,135000
693,4118,0,693,693,693,0,4,4,4,TA,1941,1950,OldTown,52500
1861,13450,492,216,916,920,941,8,7,5,Gd,2002,2002,CollgCr,200000
864,9560,288,504,864,864,0,5,5,7,TA,1972,1972,CollgCr,128500
872,8294,480,858,858,872,0,5,4,5,TA,1971,1971,NAmes,123000
1114,13695,576,300,1114,1114,0,6,6,5,Gd,2003,2004,SawyerW,155000
